,,2020,2020,2020,2025,2025,2025,2030,2030,2030,2035,2035,2035,2040,2040,2040,2045,2045,2045,2050,2050,2050
,,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice
NL,bus,0.018283,0.001727,0.979990,0.104641,0.010364,0.884995,0.191000,0.019000,0.790000,0.484000,0.036500,0.479500,0.777000,0.054000,0.169000,0.782500,0.069500,0.148000,0.788000,0.085000,0.127000
NO,passenger,0.016662,0.001814,0.981524,0.089742,0.010884,0.899374,0.162822,0.019953,0.817224,0.331307,0.025713,0.642980,0.499791,0.031473,0.468735,0.624313,0.044931,0.330756,0.748835,0.058389,0.192776
NO,truck,0.008373,0.001856,0.989771,0.050050,0.011139,0.938811,0.091727,0.020421,0.887852,0.241843,0.060964,0.697193,0.391959,0.101507,0.506535,0.478633,0.132535,0.388831,0.565308,0.163564,0.271127
NO,van,0.008373,0.001856,0.989771,0.050050,0.011139,0.938811,0.091727,0.020421,0.887852,0.241843,0.060964,0.697193,0.391959,0.101507,0.506535,0.478633,0.132535,0.388831,0.565308,0.163564,0.271127
NO,bus,0.008373,0.001856,0.989771,0.050050,0.011139,0.938811,0.091727,0.020421,0.887852,0.241843,0.060964,0.697193,0.391959,0.101507,0.506535,0.478633,0.132535,0.388831,0.565308,0.163564,0.271127
PL,passenger,0.006038,0.000364,0.993599,0.036019,0.002182,0.961799,0.066000,0.004000,0.930000,0.133000,0.024500,0.842500,0.200000,0.045000,0.755000,0.370000,0.072500,0.557500,0.540000,0.100000,0.360000
PL,truck,0.002727,0.000000,0.997273,0.016364,0.000000,0.983636,0.030000,0.000000,0.970000,0.041500,0.007500,0.951000,0.053000,0.015000,0.932000,0.159000,0.022500,0.818500,0.265000,0.030000,0.705000
PL,van,0.002727,0.000000,0.997273,0.016364,0.000000,0.983636,0.030000,0.000000,0.970000,0.041500,0.007500,0.951000,0.053000,0.015000,0.932000,0.159000,0.022500,0.818500,0.265000,0.030000,0.705000
PL,bus,0.002727,0.000000,0.997273,0.016364,0.000000,0.983636,0.030000,0.000000,0.970000,0.041500,0.007500,0.951000,0.053000,0.015000,0.932000,0.159000,0.022500,0.818500,0.265000,0.030000,0.705000
PT,passenger,0.011884,0.000000,0.988116,0.069442,0.000000,0.930558,0.127000,0.000000,0.873000,0.272500,0.000000,0.727500,0.418000,0.000000,0.582000,0.600500,0.000000,0.399500,0.783000,0.000000,0.217000
PT,truck,0.004545,0.000000,0.995455,0.027273,0.000000,0.972727,0.050000,0.000000,0.950000,0.100000,0.000000,0.900000,0.150000,0.000000,0.850000,0.325000,0.000000,0.675000,0.500000,0.000000,0.500000
PT,van,0.004545,0.000000,0.995455,0.027273,0.000000,0.972727,0.050000,0.000000,0.950000,0.100000,0.000000,0.900000,0.150000,0.000000,0.850000,0.325000,0.000000,0.675000,0.500000,0.000000,0.500000
PT,bus,0.004545,0.000000,0.995455,0.027273,0.000000,0.972727,0.050000,0.000000,0.950000,0.100000,0.000000,0.900000,0.150000,0.000000,0.850000,0.325000,0.000000,0.675000,0.500000,0.000000,0.500000
RO,passenger,0.011997,0.002727,0.985276,0.069334,0.016364,0.914303,0.126670,0.030000,0.843330,0.248125,0.092500,0.659375,0.369580,0.155000,0.475420,0.574790,0.165000,0.260210,0.780000,0.175000,0.045000
RO,truck,0.000682,0.003636,0.995682,0.004091,0.021818,0.974091,0.007500,0.040000,0.952500,0.061250,0.160000,0.778750,0.115000,0.280000,0.605000,0.192500,0.352500,0.455000,0.270000,0.425000,0.305000
RO,van,0.000682,0.003636,0.995682,0.004091,0.021818,0.974091,0.007500,0.040000,0.952500,0.061250,0.160000,0.778750,0.115000,0.280000,0.605000,0.192500,0.352500,0.455000,0.270000,0.425000,0.305000
RO,bus,0.000682,0.003636,0.995682,0.004091,0.021818,0.974091,0.007500,0.040000,0.952500,0.061250,0.160000,0.778750,0.115000,0.280000,0.605000,0.192500,0.352500,0.455000,0.270000,0.425000,0.305000
SE,passenger,0.081463,0.020000,0.898537,0.430732,0.120000,0.449268,0.780000,0.220000,-0.000000,0.890000,0.110000,-0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
SE,truck,0.000682,0.003636,0.995682,0.004091,0.021818,0.974091,0.007500,0.040000,0.952500,0.143750,0.095000,0.761250,0.280000,0.150000,0.570000,0.362500,0.275000,0.362500,0.445000,0.400000,0.155000
SE,van,0.000682,0.003636,0.995682,0.004091,0.021818,0.974091,0.007500,0.040000,0.952500,0.143750,0.095000,0.761250,0.280000,0.150000,0.570000,0.362500,0.275000,0.362500,0.445000,0.400000,0.155000
SE,bus,0.000682,0.003636,0.995682,0.004091,0.021818,0.974091,0.007500,0.040000,0.952500,0.143750,0.095000,0.761250,0.280000,0.150000,0.570000,0.362500,0.275000,0.362500,0.445000,0.400000,0.155000
SI,passenger,0.011505,0.006313,0.982182,0.068253,0.037876,0.893871,0.125000,0.069440,0.805560,0.410465,0.034720,0.554815,0.695930,0.000000,0.304070,0.752965,0.072500,0.174535,0.810000,0.145000,0.045000
SI,truck,0.000000,0.002273,0.997727,0.000000,0.013636,0.986364,0.000000,0.025000,0.975000,0.000000,0.187500,0.812500,0.000000,0.350000,0.650000,0.157500,0.365000,0.477500,0.315000,0.380000,0.305000
SI,van,0.000000,0.002273,0.997727,0.000000,0.013636,0.986364,0.000000,0.025000,0.975000,0.000000,0.187500,0.812500,0.000000,0.350000,0.650000,0.157500,0.365000,0.477500,0.315000,0.380000,0.305000
